condition,inputs,target,context distance,results,coded response,ce loss
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-2.27447022e-01, -3.89716583e-04, -1.13354202e-03, -1.27027997e-03,
       -7.28588164e-04, -7.47835170e-04, -2.18176517e-03, -6.30562012e-03,
       -7.34955064e-03, -6.93019782e-03, -5.25808640e-03, -1.41413386e-02,
       -9.97020614e-03, -2.02306652e-02, -2.98343483e-02, -4.22315454e-02,
       -3.29491433e-02, -9.05992587e-02, -1.60683619e-01, -2.23932189e-01,
       -7.65855475e-02, -6.55858292e-01, -5.69833998e-01, -3.87884537e-01,
        1.63661004e-04]), array([-0.12909391, -0.00274164, -0.00634633, -0.00607576, -0.00281942,
       -0.00274893, -0.00885203, -0.02230414, -0.02244619, -0.0187736 ,
       -0.0123173 , -0.03557918, -0.02130267, -0.04406808, -0.05989753,
       -0.07743055, -0.05231399, -0.14411502, -0.22604165, -0.27884001,
       -0.06245656, -0.69229997, -0.51297347, -0.29392947,  0.00148917]))","[0, 1]",0.01816798298587574,"[array([-1.49913549,  1.50758801])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0483
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-5.05063197e-01, -1.02467638e-08, -1.80686904e-07, -3.64358704e-07,
       -3.38283426e-07, -4.23563486e-07, -1.39531472e-06, -1.08116104e-05,
       -2.20758525e-05, -3.10247085e-05, -3.36810668e-05, -1.05786227e-04,
       -1.15137302e-04, -2.85110043e-04, -6.25574819e-04, -1.34312842e-03,
       -1.57699048e-03, -6.09027097e-03, -1.98964900e-02, -4.67712813e-02,
       -3.15223452e-02, -4.31002551e-01, -6.30270885e-01, -6.42943582e-01,
        1.00311096e-09]), array([-3.23527563e-01, -3.19589175e-05, -1.27235936e-04, -1.69152014e-04,
       -1.15307708e-04, -1.25164155e-04, -3.58342201e-04, -1.26453088e-03,
       -1.73176956e-03, -1.84485302e-03, -1.58214805e-03, -4.24394340e-03,
       -3.46264835e-03, -7.21566633e-03, -1.18010003e-02, -1.86645341e-02,
       -1.66421109e-02, -4.82970848e-02, -9.99210879e-02, -1.60558764e-01,
       -7.23874172e-02, -5.96792367e-01, -6.09258606e-01, -4.77963985e-01,
        9.80152931e-06]))","[1, 0]",0.04536968227198468,"[array([ 1.52240846, -1.57319461])]","('match', 'MATCH_NO_FOIL')",0.0443
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-5.05063197e-01, -1.02467638e-08, -1.80686904e-07, -3.64358704e-07,
       -3.38283426e-07, -4.23563486e-07, -1.39531472e-06, -1.08116104e-05,
       -2.20758525e-05, -3.10247085e-05, -3.36810668e-05, -1.05786227e-04,
       -1.15137302e-04, -2.85110043e-04, -6.25574819e-04, -1.34312842e-03,
       -1.57699048e-03, -6.09027097e-03, -1.98964900e-02, -4.67712813e-02,
       -3.15223452e-02, -4.31002551e-01, -6.30270885e-01, -6.42943582e-01,
        1.00311096e-09]), array([-4.16375523e-01, -1.19430083e-06, -7.69811444e-06, -1.24035476e-05,
       -9.88616774e-06, -1.14544933e-05, -3.41832979e-05, -1.62306530e-04,
       -2.67012676e-04, -3.24245803e-04, -3.12383984e-04, -8.82679640e-04,
       -8.29952002e-04, -1.84769371e-03, -3.44097126e-03, -6.23622733e-03,
       -6.35624366e-03, -2.05781536e-02, -5.18199741e-02, -9.87315254e-02,
       -5.51925444e-02, -5.19845063e-01, -6.29675555e-01, -5.63267776e-01,
        2.39094792e-07]))","[1, 0]",0.010415541483753676,"[array([ 1.52240903, -1.57319511])]","('match', 'MATCH_WITH_FOIL')",0.0443
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-5.05063197e-01, -1.02467638e-08, -1.80686904e-07, -3.64358704e-07,
       -3.38283426e-07, -4.23563486e-07, -1.39531472e-06, -1.08116104e-05,
       -2.20758525e-05, -3.10247085e-05, -3.36810668e-05, -1.05786227e-04,
       -1.15137302e-04, -2.85110043e-04, -6.25574819e-04, -1.34312842e-03,
       -1.57699048e-03, -6.09027097e-03, -1.98964900e-02, -4.67712813e-02,
       -3.15223452e-02, -4.31002551e-01, -6.30270885e-01, -6.42943582e-01,
        1.00311096e-09]), array([-3.23527563e-01, -3.19589175e-05, -1.27235936e-04, -1.69152014e-04,
       -1.15307708e-04, -1.25164155e-04, -3.58342201e-04, -1.26453088e-03,
       -1.73176956e-03, -1.84485302e-03, -1.58214805e-03, -4.24394340e-03,
       -3.46264835e-03, -7.21566633e-03, -1.18010003e-02, -1.86645341e-02,
       -1.66421109e-02, -4.82970848e-02, -9.99210879e-02, -1.60558764e-01,
       -7.23874172e-02, -5.96792367e-01, -6.09258606e-01, -4.77963985e-01,
        9.80152931e-06]))","[0, 1]",0.04536968227198468,"[array([-1.0480789 ,  1.04535736])]","('non-match', 'NO_MATCH_NO_FOIL')",0.1162
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-5.05063197e-01, -1.02467638e-08, -1.80686904e-07, -3.64358704e-07,
       -3.38283426e-07, -4.23563486e-07, -1.39531472e-06, -1.08116104e-05,
       -2.20758525e-05, -3.10247085e-05, -3.36810668e-05, -1.05786227e-04,
       -1.15137302e-04, -2.85110043e-04, -6.25574819e-04, -1.34312842e-03,
       -1.57699048e-03, -6.09027097e-03, -1.98964900e-02, -4.67712813e-02,
       -3.15223452e-02, -4.31002551e-01, -6.30270885e-01, -6.42943582e-01,
        1.00311096e-09]), array([-4.16375523e-01, -1.19430083e-06, -7.69811444e-06, -1.24035476e-05,
       -9.88616774e-06, -1.14544933e-05, -3.41832979e-05, -1.62306530e-04,
       -2.67012676e-04, -3.24245803e-04, -3.12383984e-04, -8.82679640e-04,
       -8.29952002e-04, -1.84769371e-03, -3.44097126e-03, -6.23622733e-03,
       -6.35624366e-03, -2.05781536e-02, -5.18199741e-02, -9.87315254e-02,
       -5.51925444e-02, -5.19845063e-01, -6.29675555e-01, -5.63267776e-01,
        2.39094792e-07]))","[0, 1]",0.010415541483753676,"[array([-1.04807782,  1.04535638])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.1162
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-7.37563580e-01,  2.86401455e-15, -1.17898929e-14, -7.47890889e-14,
       -1.16374175e-13, -2.04852736e-13, -1.61377345e-12,  1.02803706e-11,
        6.47279140e-11,  1.68526679e-10,  2.84522519e-10,  2.13181419e-09,
        3.97771968e-09,  1.98607973e-08,  1.09125457e-07,  5.94828998e-07,
        1.20227212e-06,  2.98817677e-05,  2.06678151e-03,  1.70507849e-02,
        1.96121468e-02, -1.60199697e-01, -5.16815088e-01, -8.40570392e-01,
        5.87770479e-16]), array([-5.88704446e-01,  1.99352676e-11, -4.62460636e-10, -1.22601290e-09,
       -1.33232411e-09, -1.83059497e-09, -7.11856782e-09, -1.78324028e-07,
       -4.74979504e-07, -7.89883953e-07, -9.75667405e-07, -3.63196442e-06,
       -4.62869033e-06, -1.33739333e-05, -3.62588035e-05, -9.66661992e-05,
       -1.32635121e-04, -6.74783397e-04, -3.19323640e-03, -9.84084053e-03,
       -7.90792269e-03, -3.36968439e-01, -6.11020863e-01, -7.16195307e-01,
        4.81547088e-14]))","[1, 0]",0.025143283123395643,"[array([ 1.61956942, -1.6424003 ])]","('match', 'MATCH_NO_FOIL')",0.0376
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-7.37563580e-01,  2.86401455e-15, -1.17898929e-14, -7.47890889e-14,
       -1.16374175e-13, -2.04852736e-13, -1.61377345e-12,  1.02803706e-11,
        6.47279140e-11,  1.68526679e-10,  2.84522519e-10,  2.13181419e-09,
        3.97771968e-09,  1.98607973e-08,  1.09125457e-07,  5.94828998e-07,
        1.20227212e-06,  2.98817677e-05,  2.06678151e-03,  1.70507849e-02,
        1.96121468e-02, -1.60199697e-01, -5.16815088e-01, -8.40570392e-01,
        5.87770479e-16]), array([-6.66463554e-01,  1.15524547e-12, -8.06116646e-12, -3.04914395e-11,
       -3.92574374e-11, -6.03232357e-11, -3.05010902e-10,  5.47211733e-09,
        2.06499940e-08,  4.19558929e-08,  5.99005493e-08,  2.90089535e-07,
        4.41102315e-07,  1.58811720e-06,  5.72798229e-06,  2.04076991e-05,
        3.34454567e-05,  2.71381899e-04,  2.38540487e-03,  1.07054860e-02,
        1.02524434e-02, -2.44577280e-01, -5.72692926e-01, -7.82291046e-01,
        1.18730509e-13]))","[1, 0]",0.005743739241065859,"[array([ 1.61806549, -1.64096912])]","('match', 'MATCH_WITH_FOIL')",0.0377
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-7.37563580e-01,  2.86401455e-15, -1.17898929e-14, -7.47890889e-14,
       -1.16374175e-13, -2.04852736e-13, -1.61377345e-12,  1.02803706e-11,
        6.47279140e-11,  1.68526679e-10,  2.84522519e-10,  2.13181419e-09,
        3.97771968e-09,  1.98607973e-08,  1.09125457e-07,  5.94828998e-07,
        1.20227212e-06,  2.98817677e-05,  2.06678151e-03,  1.70507849e-02,
        1.96121468e-02, -1.60199697e-01, -5.16815088e-01, -8.40570392e-01,
        5.87770479e-16]), array([-5.88704446e-01,  1.99352676e-11, -4.62460636e-10, -1.22601290e-09,
       -1.33232411e-09, -1.83059497e-09, -7.11856782e-09, -1.78324028e-07,
       -4.74979504e-07, -7.89883953e-07, -9.75667405e-07, -3.63196442e-06,
       -4.62869033e-06, -1.33739333e-05, -3.62588035e-05, -9.66661992e-05,
       -1.32635121e-04, -6.74783397e-04, -3.19323640e-03, -9.84084053e-03,
       -7.90792269e-03, -3.36968439e-01, -6.11020863e-01, -7.16195307e-01,
        4.81547088e-14]))","[0, 1]",0.025143283123395643,"[array([-1.46330065,  1.51657139])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0496
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-7.37563580e-01,  2.86401455e-15, -1.17898929e-14, -7.47890889e-14,
       -1.16374175e-13, -2.04852736e-13, -1.61377345e-12,  1.02803706e-11,
        6.47279140e-11,  1.68526679e-10,  2.84522519e-10,  2.13181419e-09,
        3.97771968e-09,  1.98607973e-08,  1.09125457e-07,  5.94828998e-07,
        1.20227212e-06,  2.98817677e-05,  2.06678151e-03,  1.70507849e-02,
        1.96121468e-02, -1.60199697e-01, -5.16815088e-01, -8.40570392e-01,
        5.87770479e-16]), array([-6.66463554e-01,  1.15524547e-12, -8.06116646e-12, -3.04914395e-11,
       -3.92574374e-11, -6.03232357e-11, -3.05010902e-10,  5.47211733e-09,
        2.06499940e-08,  4.19558929e-08,  5.99005493e-08,  2.90089535e-07,
        4.41102315e-07,  1.58811720e-06,  5.72798229e-06,  2.04076991e-05,
        3.34454567e-05,  2.71381899e-04,  2.38540487e-03,  1.07054860e-02,
        1.02524434e-02, -2.44577280e-01, -5.72692926e-01, -7.82291046e-01,
        1.18730509e-13]))","[0, 1]",0.005743739241065859,"[array([-1.46401408,  1.51723772])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0495
MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-9.42306565e-01,  7.26354962e-16, -1.17640622e-15,  6.03353324e-15,
        3.46907057e-14,  1.77750983e-13, -7.16165348e-13,  1.18488335e-12,
       -5.69224662e-12,  2.02057768e-10,  1.20539110e-09, -4.92696800e-09,
       -5.20914205e-08,  2.94363873e-07, -1.36610494e-06,  6.38860648e-06,
        9.85241714e-05, -2.66370013e-04,  6.99990963e-04, -2.63344023e-03,
       -8.28763186e-03,  1.38817905e-02, -1.70822104e-01, -9.85165425e-01,
        4.99506183e-16]), array([-8.01294113e-01,  3.77939767e-18, -1.10833932e-17, -1.92665338e-16,
       -3.73372825e-16, -7.77256075e-16, -1.69213773e-14,  6.43437717e-14,
        1.11790621e-12,  4.03072941e-12,  8.31467958e-12,  1.63576242e-10,
        3.90627629e-10,  3.39752272e-09,  4.04025178e-08,  4.78689464e-07,
        1.25238528e-06, -2.43693222e-05,  2.84662376e-04,  1.38422135e-02,
        1.94237257e-02, -8.91921242e-02, -4.45615023e-01, -8.90451036e-01,
        1.17911509e-18]))","[1, 0]",0.030515168556706218,"[array([ 1.46598245, -1.49632949])]","('match', 'MATCH_NO_FOIL')",0.0504
MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-9.42306565e-01,  7.26354962e-16, -1.17640622e-15,  6.03353324e-15,
        3.46907057e-14,  1.77750983e-13, -7.16165348e-13,  1.18488335e-12,
       -5.69224662e-12,  2.02057768e-10,  1.20539110e-09, -4.92696800e-09,
       -5.20914205e-08,  2.94363873e-07, -1.36610494e-06,  6.38860648e-06,
        9.85241714e-05, -2.66370013e-04,  6.99990963e-04, -2.63344023e-03,
       -8.28763186e-03,  1.38817905e-02, -1.70822104e-01, -9.85165425e-01,
        4.99506183e-16]), array([-9.04179605e-01,  1.05341401e-17, -1.99121844e-17,  1.66262195e-16,
        5.90184590e-16,  2.01402479e-15, -1.41384763e-14,  2.90339022e-14,
       -2.28733493e-13, -3.24814209e-12, -1.19446058e-11,  8.58890382e-11,
        4.34453981e-10, -5.82110121e-09,  5.03379425e-08, -4.36806835e-07,
       -2.62011834e-06,  1.01923837e-05, -3.58813766e-05,  2.06249849e-04,
        4.70311851e-04, -1.03583876e-03, -2.69099982e-01, -9.63111552e-01,
        5.78791059e-18]))","[1, 0]",0.0030332621994960673,"[array([ 1.46841186, -1.49853228])]","('match', 'MATCH_WITH_FOIL')",0.0502
NO_MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.42306565e-01,  7.26354962e-16, -1.17640622e-15,  6.03353324e-15,
        3.46907057e-14,  1.77750983e-13, -7.16165348e-13,  1.18488335e-12,
       -5.69224662e-12,  2.02057768e-10,  1.20539110e-09, -4.92696800e-09,
       -5.20914205e-08,  2.94363873e-07, -1.36610494e-06,  6.38860648e-06,
        9.85241714e-05, -2.66370013e-04,  6.99990963e-04, -2.63344023e-03,
       -8.28763186e-03,  1.38817905e-02, -1.70822104e-01, -9.85165425e-01,
        4.99506183e-16]), array([-8.01294113e-01,  3.77939767e-18, -1.10833932e-17, -1.92665338e-16,
       -3.73372825e-16, -7.77256075e-16, -1.69213773e-14,  6.43437717e-14,
        1.11790621e-12,  4.03072941e-12,  8.31467958e-12,  1.63576242e-10,
        3.90627629e-10,  3.39752272e-09,  4.04025178e-08,  4.78689464e-07,
        1.25238528e-06, -2.43693222e-05,  2.84662376e-04,  1.38422135e-02,
        1.94237257e-02, -8.91921242e-02, -4.45615023e-01, -8.90451036e-01,
        1.17911509e-18]))","[0, 1]",0.030515168556706218,"[array([-1.12810877,  1.09434425])]","('non-match', 'NO_MATCH_NO_FOIL')",0.1029
NO_MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.42306565e-01,  7.26354962e-16, -1.17640622e-15,  6.03353324e-15,
        3.46907057e-14,  1.77750983e-13, -7.16165348e-13,  1.18488335e-12,
       -5.69224662e-12,  2.02057768e-10,  1.20539110e-09, -4.92696800e-09,
       -5.20914205e-08,  2.94363873e-07, -1.36610494e-06,  6.38860648e-06,
        9.85241714e-05, -2.66370013e-04,  6.99990963e-04, -2.63344023e-03,
       -8.28763186e-03,  1.38817905e-02, -1.70822104e-01, -9.85165425e-01,
        4.99506183e-16]), array([-9.04179605e-01,  1.05341401e-17, -1.99121844e-17,  1.66262195e-16,
        5.90184590e-16,  2.01402479e-15, -1.41384763e-14,  2.90339022e-14,
       -2.28733493e-13, -3.24814209e-12, -1.19446058e-11,  8.58890382e-11,
        4.34453981e-10, -5.82110121e-09,  5.03379425e-08, -4.36806835e-07,
       -2.62011834e-06,  1.01923837e-05, -3.58813766e-05,  2.06249849e-04,
        4.70311851e-04, -1.03583876e-03, -2.69099982e-01, -9.63111552e-01,
        5.78791059e-18]))","[0, 1]",0.0030332621994960673,"[array([-1.12677995,  1.09313785])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.1031
MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-9.98280062e-01, -8.12315587e-09,  8.79599752e-09, -2.35103559e-08,
        1.29238072e-07, -6.39674265e-07,  8.63201594e-07, -7.61927214e-07,
        1.77593313e-06, -4.84254233e-06,  2.23550475e-05, -3.06625217e-05,
        1.22630741e-04, -1.97837263e-04,  3.33619695e-04, -5.77816826e-04,
        2.04129394e-03, -2.29605393e-03,  3.15188755e-03, -5.52003314e-03,
        8.76914512e-02, -6.14210298e-02,  1.98428696e-01, -9.74224499e-01,
       -1.27185348e-08]), array([-9.71018309e-01,  9.08537853e-17, -1.29556042e-16,  4.98963367e-16,
        6.84540376e-15,  7.15024360e-14, -1.98117653e-13,  2.72940616e-13,
       -9.73113351e-13,  7.95878095e-12,  1.21139961e-10, -3.39790010e-10,
        1.26301735e-07, -4.46002078e-07,  1.42034759e-06, -4.57744510e-06,
        1.42747392e-04, -2.91950779e-04,  6.15959428e-04, -1.74691399e-03,
       -8.43914975e-03,  1.11101497e-02, -7.10156473e-02, -9.97375850e-01,
        7.69010121e-17]))","[1, 0]",0.02235151154840831,"[array([ 1.45584507, -1.45085134])]","('match', 'MATCH_NO_FOIL')",0.0532
MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-9.98280062e-01, -8.12315587e-09,  8.79599752e-09, -2.35103559e-08,
        1.29238072e-07, -6.39674265e-07,  8.63201594e-07, -7.61927214e-07,
        1.77593313e-06, -4.84254233e-06,  2.23550475e-05, -3.06625217e-05,
        1.22630741e-04, -1.97837263e-04,  3.33619695e-04, -5.77816826e-04,
        2.04129394e-03, -2.29605393e-03,  3.15188755e-03, -5.52003314e-03,
        8.76914512e-02, -6.14210298e-02,  1.98428696e-01, -9.74224499e-01,
       -1.27185348e-08]), array([-9.99145577e-01,  1.16565621e-11, -1.36486078e-11,  3.88586690e-11,
       -3.66661403e-10,  3.53027563e-09, -5.81779084e-09,  5.89702072e-09,
       -1.50159819e-08,  5.12962865e-08, -4.02543734e-07,  6.72775809e-07,
       -3.82077305e-06,  7.56709858e-06, -1.50266854e-05,  3.04814686e-05,
       -1.47159685e-04,  1.96942619e-04, -3.03643991e-04,  5.99552448e-04,
        3.71903528e-02, -3.19382859e-02,  1.17364820e-01, -9.91877921e-01,
        1.47622054e-11]))","[1, 0]",0.00259431447308367,"[array([ 1.44935872, -1.44491738])]","('match', 'MATCH_WITH_FOIL')",0.0539
NO_MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.98280062e-01, -8.12315587e-09,  8.79599752e-09, -2.35103559e-08,
        1.29238072e-07, -6.39674265e-07,  8.63201594e-07, -7.61927214e-07,
        1.77593313e-06, -4.84254233e-06,  2.23550475e-05, -3.06625217e-05,
        1.22630741e-04, -1.97837263e-04,  3.33619695e-04, -5.77816826e-04,
        2.04129394e-03, -2.29605393e-03,  3.15188755e-03, -5.52003314e-03,
        8.76914512e-02, -6.14210298e-02,  1.98428696e-01, -9.74224499e-01,
       -1.27185348e-08]), array([-9.71018309e-01,  9.08537853e-17, -1.29556042e-16,  4.98963367e-16,
        6.84540376e-15,  7.15024360e-14, -1.98117653e-13,  2.72940616e-13,
       -9.73113351e-13,  7.95878095e-12,  1.21139961e-10, -3.39790010e-10,
        1.26301735e-07, -4.46002078e-07,  1.42034759e-06, -4.57744510e-06,
        1.42747392e-04, -2.91950779e-04,  6.15959428e-04, -1.74691399e-03,
       -8.43914975e-03,  1.11101497e-02, -7.10156473e-02, -9.97375850e-01,
        7.69010121e-17]))","[0, 1]",0.02235151154840831,"[array([-1.13331986,  1.12389416])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0995
NO_MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.98280062e-01, -8.12315587e-09,  8.79599752e-09, -2.35103559e-08,
        1.29238072e-07, -6.39674265e-07,  8.63201594e-07, -7.61927214e-07,
        1.77593313e-06, -4.84254233e-06,  2.23550475e-05, -3.06625217e-05,
        1.22630741e-04, -1.97837263e-04,  3.33619695e-04, -5.77816826e-04,
        2.04129394e-03, -2.29605393e-03,  3.15188755e-03, -5.52003314e-03,
        8.76914512e-02, -6.14210298e-02,  1.98428696e-01, -9.74224499e-01,
       -1.27185348e-08]), array([-9.99145577e-01,  1.16565621e-11, -1.36486078e-11,  3.88586690e-11,
       -3.66661403e-10,  3.53027563e-09, -5.81779084e-09,  5.89702072e-09,
       -1.50159819e-08,  5.12962865e-08, -4.02543734e-07,  6.72775809e-07,
       -3.82077305e-06,  7.56709858e-06, -1.50266854e-05,  3.04814686e-05,
       -1.47159685e-04,  1.96942619e-04, -3.03643991e-04,  5.99552448e-04,
        3.71903528e-02, -3.19382859e-02,  1.17364820e-01, -9.91877921e-01,
        1.47622054e-11]))","[0, 1]",0.00259431447308367,"[array([-1.14640724,  1.13640725])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0971
MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-8.96647089e-01, -5.24868250e-04,  4.02186333e-04, -1.85779237e-03,
        5.10081434e-03, -9.09607183e-03,  6.37243009e-03, -2.76349135e-03,
        7.65325052e-03, -1.38674017e-02,  2.79251042e-02, -2.01962998e-02,
        4.73479012e-02, -4.19851832e-02,  4.64882151e-02, -5.47052545e-02,
        1.15086302e-01, -6.84228324e-02,  6.86945945e-02, -9.78359213e-02,
        3.97523299e-01, -9.53152992e-02,  3.66954732e-01, -8.09474946e-01,
       -3.08763557e-03]), array([-9.87440064e-01, -6.06819445e-07,  6.12757187e-07, -1.62115565e-06,
        6.55545858e-06, -2.20131717e-05,  2.48752952e-05, -1.91254915e-05,
        4.26078106e-05, -9.87500414e-05,  3.29802175e-04, -3.79883634e-04,
        1.21059211e-03, -1.64081350e-03,  2.42021167e-03, -3.68926813e-03,
        1.05541760e-02, -1.01153386e-02,  1.25998879e-02, -2.01505718e-02,
        1.55018563e-01, -8.80385716e-02,  2.66300287e-01, -9.46836948e-01,
       -1.19941256e-06]))","[1, 0]",0.03327329485883379,"[array([ 1.31298269, -1.31595747])]","('match', 'MATCH_NO_FOIL')",0.0697
MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-8.96647089e-01, -5.24868250e-04,  4.02186333e-04, -1.85779237e-03,
        5.10081434e-03, -9.09607183e-03,  6.37243009e-03, -2.76349135e-03,
        7.65325052e-03, -1.38674017e-02,  2.79251042e-02, -2.01962998e-02,
        4.73479012e-02, -4.19851832e-02,  4.64882151e-02, -5.47052545e-02,
        1.15086302e-01, -6.84228324e-02,  6.86945945e-02, -9.78359213e-02,
        3.97523299e-01, -9.53152992e-02,  3.66954732e-01, -8.09474946e-01,
       -3.08763557e-03]), array([-9.66733890e-01, -1.24666856e-05,  1.17697763e-05, -3.28423652e-05,
        1.09217722e-04, -2.79936296e-04,  2.68653505e-04, -1.78081057e-04,
        3.96995280e-04, -8.17981036e-04,  2.18349123e-03, -2.14334101e-03,
        5.85899535e-03, -6.81415223e-03,  8.98961131e-03, -1.23467477e-02,
        3.04796215e-02, -2.50515309e-02,  2.87425708e-02, -4.30678027e-02,
        2.34234794e-01, -1.05802106e-01,  3.18273767e-01, -9.09988916e-01,
       -3.22969862e-05]))","[1, 0]",0.01687279862993274,"[array([ 1.30831973, -1.31175342])]","('match', 'MATCH_WITH_FOIL')",0.0703
NO_MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-8.96647089e-01, -5.24868250e-04,  4.02186333e-04, -1.85779237e-03,
        5.10081434e-03, -9.09607183e-03,  6.37243009e-03, -2.76349135e-03,
        7.65325052e-03, -1.38674017e-02,  2.79251042e-02, -2.01962998e-02,
        4.73479012e-02, -4.19851832e-02,  4.64882151e-02, -5.47052545e-02,
        1.15086302e-01, -6.84228324e-02,  6.86945945e-02, -9.78359213e-02,
        3.97523299e-01, -9.53152992e-02,  3.66954732e-01, -8.09474946e-01,
       -3.08763557e-03]), array([-9.87440064e-01, -6.06819445e-07,  6.12757187e-07, -1.62115565e-06,
        6.55545858e-06, -2.20131717e-05,  2.48752952e-05, -1.91254915e-05,
        4.26078106e-05, -9.87500414e-05,  3.29802175e-04, -3.79883634e-04,
        1.21059211e-03, -1.64081350e-03,  2.42021167e-03, -3.68926813e-03,
        1.05541760e-02, -1.01153386e-02,  1.25998879e-02, -2.01505718e-02,
        1.55018563e-01, -8.80385716e-02,  2.66300287e-01, -9.46836948e-01,
       -1.19941256e-06]))","[0, 1]",0.03327329485883379,"[array([-1.33248527,  1.36497941])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0652
NO_MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-8.96647089e-01, -5.24868250e-04,  4.02186333e-04, -1.85779237e-03,
        5.10081434e-03, -9.09607183e-03,  6.37243009e-03, -2.76349135e-03,
        7.65325052e-03, -1.38674017e-02,  2.79251042e-02, -2.01962998e-02,
        4.73479012e-02, -4.19851832e-02,  4.64882151e-02, -5.47052545e-02,
        1.15086302e-01, -6.84228324e-02,  6.86945945e-02, -9.78359213e-02,
        3.97523299e-01, -9.53152992e-02,  3.66954732e-01, -8.09474946e-01,
       -3.08763557e-03]), array([-9.66733890e-01, -1.24666856e-05,  1.17697763e-05, -3.28423652e-05,
        1.09217722e-04, -2.79936296e-04,  2.68653505e-04, -1.78081057e-04,
        3.96995280e-04, -8.17981036e-04,  2.18349123e-03, -2.14334101e-03,
        5.85899535e-03, -6.81415223e-03,  8.98961131e-03, -1.23467477e-02,
        3.04796215e-02, -2.50515309e-02,  2.87425708e-02, -4.30678027e-02,
        2.34234794e-01, -1.05802106e-01,  3.18273767e-01, -9.09988916e-01,
       -3.22969862e-05]))","[0, 1]",0.01687279862993274,"[array([-1.33887133,  1.37076406])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0644
