condition,inputs,target,context distance,results,coded response,ce loss
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.79243668e-01, -2.49267890e-10, -1.43097448e-09, -2.27979965e-08,
       -1.16751955e-07, -1.09244157e-07, -3.30049937e-07, -5.18946879e-07,
       -9.06790703e-07, -1.74540341e-06, -1.21182254e-06, -4.52231599e-06,
       -6.78962679e-05, -5.37786782e-05, -5.36209183e-05, -1.36670310e-04,
       -8.03084407e-04, -2.24734684e-03, -1.41520590e-03, -1.36502617e-02,
       -1.57110954e-02, -4.93956581e-02, -8.55864507e-01, -5.14407541e-01,
        1.87763688e-10]), array([-9.19456388e-01, -4.41305836e-06, -1.51121809e-05, -6.10478393e-05,
       -1.52449504e-04, -9.95682530e-05, -2.50887149e-04, -2.97516353e-04,
       -4.12157048e-04, -6.23145775e-04, -2.96229426e-04, -1.11310649e-03,
       -5.09903649e-03, -2.68150988e-03, -2.19158645e-03, -5.66091098e-03,
       -1.95788672e-02, -3.47885255e-02, -1.41683969e-02, -1.01927298e-01,
       -8.33575650e-02, -2.01716907e-01, -9.10325979e-01, -3.33785579e-01,
        4.97901797e-06]))","[1, 0]",0.01964037043175859,"[array([-0.00448437,  0.00670722])]","('non-match', 'MATCH_NO_FOIL')",0.6988
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-9.79243668e-01, -2.49267890e-10, -1.43097448e-09, -2.27979965e-08,
       -1.16751955e-07, -1.09244157e-07, -3.30049937e-07, -5.18946879e-07,
       -9.06790703e-07, -1.74540341e-06, -1.21182254e-06, -4.52231599e-06,
       -6.78962679e-05, -5.37786782e-05, -5.36209183e-05, -1.36670310e-04,
       -8.03084407e-04, -2.24734684e-03, -1.41520590e-03, -1.36502617e-02,
       -1.57110954e-02, -4.93956581e-02, -8.55864507e-01, -5.14407541e-01,
        1.87763688e-10]), array([-9.54116637e-01, -9.93051334e-08, -4.15201758e-07, -2.63604876e-06,
       -8.84952335e-06, -6.92329567e-06, -1.86233208e-05, -2.51816023e-05,
       -3.87155288e-05, -6.51342039e-05, -3.79970478e-05, -1.36877539e-04,
       -9.28671021e-04, -6.02524939e-04, -5.45518727e-04, -1.36044159e-03,
       -5.77213628e-03, -1.25361587e-02, -6.45564954e-03, -4.94571527e-02,
       -4.77984589e-02, -1.28403129e-01, -8.92680152e-01, -4.26225914e-01,
        9.16966602e-08]))","[1, 0]",0.004696481031859823,"[array([-0.00448437,  0.00670721])]","('non-match', 'MATCH_WITH_FOIL')",0.6988
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-9.79243668e-01, -2.49267890e-10, -1.43097448e-09, -2.27979965e-08,
       -1.16751955e-07, -1.09244157e-07, -3.30049937e-07, -5.18946879e-07,
       -9.06790703e-07, -1.74540341e-06, -1.21182254e-06, -4.52231599e-06,
       -6.78962679e-05, -5.37786782e-05, -5.36209183e-05, -1.36670310e-04,
       -8.03084407e-04, -2.24734684e-03, -1.41520590e-03, -1.36502617e-02,
       -1.57110954e-02, -4.93956581e-02, -8.55864507e-01, -5.14407541e-01,
        1.87763688e-10]), array([-9.19456388e-01, -4.41305836e-06, -1.51121809e-05, -6.10478393e-05,
       -1.52449504e-04, -9.95682530e-05, -2.50887149e-04, -2.97516353e-04,
       -4.12157048e-04, -6.23145775e-04, -2.96229426e-04, -1.11310649e-03,
       -5.09903649e-03, -2.68150988e-03, -2.19158645e-03, -5.66091098e-03,
       -1.95788672e-02, -3.47885255e-02, -1.41683969e-02, -1.01927298e-01,
       -8.33575650e-02, -2.01716907e-01, -9.10325979e-01, -3.33785579e-01,
        4.97901797e-06]))","[0, 1]",0.01964037043175859,"[array([-0.00514914,  0.0117687 ])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6847
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-9.79243668e-01, -2.49267890e-10, -1.43097448e-09, -2.27979965e-08,
       -1.16751955e-07, -1.09244157e-07, -3.30049937e-07, -5.18946879e-07,
       -9.06790703e-07, -1.74540341e-06, -1.21182254e-06, -4.52231599e-06,
       -6.78962679e-05, -5.37786782e-05, -5.36209183e-05, -1.36670310e-04,
       -8.03084407e-04, -2.24734684e-03, -1.41520590e-03, -1.36502617e-02,
       -1.57110954e-02, -4.93956581e-02, -8.55864507e-01, -5.14407541e-01,
        1.87763688e-10]), array([-9.54116637e-01, -9.93051334e-08, -4.15201758e-07, -2.63604876e-06,
       -8.84952335e-06, -6.92329567e-06, -1.86233208e-05, -2.51816023e-05,
       -3.87155288e-05, -6.51342039e-05, -3.79970478e-05, -1.36877539e-04,
       -9.28671021e-04, -6.02524939e-04, -5.45518727e-04, -1.36044159e-03,
       -5.77213628e-03, -1.25361587e-02, -6.45564954e-03, -4.94571527e-02,
       -4.77984589e-02, -1.28403129e-01, -8.92680152e-01, -4.26225914e-01,
        9.16966602e-08]))","[0, 1]",0.004696481031859823,"[array([-0.00514914,  0.0117687 ])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6847
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.95405180e-01,  2.69973993e-14, -3.35659774e-13,  1.40182791e-12,
       -1.34518483e-11, -2.31977941e-11, -1.71747945e-10, -5.31457213e-10,
       -1.73634008e-09, -6.71040557e-09, -7.60725681e-09, -5.43998909e-08,
        2.42174437e-07,  3.61342855e-07,  5.02746497e-07,  1.87913885e-06,
       -2.19106121e-05, -4.37434850e-04, -4.82908139e-04,  6.55703881e-03,
        1.45440877e-02,  1.56081704e-01, -6.48517882e-01, -7.44854421e-01,
       -9.71995026e-15]), array([-9.94586419e-01,  2.07840655e-13,  2.11005795e-12, -5.92297940e-11,
       -6.33875177e-10, -7.14303650e-10, -2.58030370e-09, -4.84999301e-09,
       -9.93307734e-09, -2.26817002e-08, -1.85152181e-08, -7.70339833e-08,
        3.35878268e-06,  3.24819978e-06,  3.57885425e-06,  9.79455224e-06,
        1.04187879e-04,  4.10045980e-04,  3.11273830e-04,  5.18922884e-03,
        7.22315350e-03,  2.86045621e-02, -8.01346767e-01, -5.97449378e-01,
       -1.26168943e-13]))","[1, 0]",0.01542512356166803,"[array([-0.00923545,  0.00631241])]","('non-match', 'MATCH_NO_FOIL')",0.7010
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-9.95405180e-01,  2.69973993e-14, -3.35659774e-13,  1.40182791e-12,
       -1.34518483e-11, -2.31977941e-11, -1.71747945e-10, -5.31457213e-10,
       -1.73634008e-09, -6.71040557e-09, -7.60725681e-09, -5.43998909e-08,
        2.42174437e-07,  3.61342855e-07,  5.02746497e-07,  1.87913885e-06,
       -2.19106121e-05, -4.37434850e-04, -4.82908139e-04,  6.55703881e-03,
        1.45440877e-02,  1.56081704e-01, -6.48517882e-01, -7.44854421e-01,
       -9.71995026e-15]), array([-9.99991592e-01, -5.17506560e-18, -3.89517107e-16,  2.85000694e-15,
       -4.24870895e-13, -5.85223298e-13, -2.77312850e-12, -6.48492747e-12,
       -1.62437083e-11, -4.63228422e-11, -4.44069370e-11, -2.25355364e-10,
        1.87363500e-09,  2.23150572e-09,  2.74272292e-09,  8.48962384e-09,
        1.01580751e-06,  6.70995764e-06,  6.12405248e-06,  1.01701677e-02,
        1.75423224e-02,  9.90407142e-02, -7.31300383e-01, -6.74521698e-01,
        2.47171991e-18]))","[1, 0]",0.0037802736091197,"[array([-0.00923545,  0.00631238])]","('non-match', 'MATCH_WITH_FOIL')",0.7010
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-9.95405180e-01,  2.69973993e-14, -3.35659774e-13,  1.40182791e-12,
       -1.34518483e-11, -2.31977941e-11, -1.71747945e-10, -5.31457213e-10,
       -1.73634008e-09, -6.71040557e-09, -7.60725681e-09, -5.43998909e-08,
        2.42174437e-07,  3.61342855e-07,  5.02746497e-07,  1.87913885e-06,
       -2.19106121e-05, -4.37434850e-04, -4.82908139e-04,  6.55703881e-03,
        1.45440877e-02,  1.56081704e-01, -6.48517882e-01, -7.44854421e-01,
       -9.71995026e-15]), array([-9.94586419e-01,  2.07840655e-13,  2.11005795e-12, -5.92297940e-11,
       -6.33875177e-10, -7.14303650e-10, -2.58030370e-09, -4.84999301e-09,
       -9.93307734e-09, -2.26817002e-08, -1.85152181e-08, -7.70339833e-08,
        3.35878268e-06,  3.24819978e-06,  3.57885425e-06,  9.79455224e-06,
        1.04187879e-04,  4.10045980e-04,  3.11273830e-04,  5.18922884e-03,
        7.22315350e-03,  2.86045621e-02, -8.01346767e-01, -5.97449378e-01,
       -1.26168943e-13]))","[0, 1]",0.01542512356166803,"[array([-0.00475934,  0.01424071])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6837
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-9.95405180e-01,  2.69973993e-14, -3.35659774e-13,  1.40182791e-12,
       -1.34518483e-11, -2.31977941e-11, -1.71747945e-10, -5.31457213e-10,
       -1.73634008e-09, -6.71040557e-09, -7.60725681e-09, -5.43998909e-08,
        2.42174437e-07,  3.61342855e-07,  5.02746497e-07,  1.87913885e-06,
       -2.19106121e-05, -4.37434850e-04, -4.82908139e-04,  6.55703881e-03,
        1.45440877e-02,  1.56081704e-01, -6.48517882e-01, -7.44854421e-01,
       -9.71995026e-15]), array([-9.99991592e-01, -5.17506560e-18, -3.89517107e-16,  2.85000694e-15,
       -4.24870895e-13, -5.85223298e-13, -2.77312850e-12, -6.48492747e-12,
       -1.62437083e-11, -4.63228422e-11, -4.44069370e-11, -2.25355364e-10,
        1.87363500e-09,  2.23150572e-09,  2.74272292e-09,  8.48962384e-09,
        1.01580751e-06,  6.70995764e-06,  6.12405248e-06,  1.01701677e-02,
        1.75423224e-02,  9.90407142e-02, -7.31300383e-01, -6.74521698e-01,
        2.47171991e-18]))","[0, 1]",0.0037802736091197,"[array([-0.00475932,  0.01424069])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6837
MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-8.79541132e-01,  2.30715183e-14, -4.38158151e-14,  6.71107448e-14,
       -1.50257671e-13, -1.33558036e-12,  5.38827271e-12, -6.60595602e-11,
        7.47529902e-10, -5.54287438e-09, -1.57843185e-08,  7.75182807e-08,
       -1.09975911e-07, -6.61109374e-07, -2.05541602e-06,  3.67058377e-05,
       -6.88101380e-05,  2.13900040e-04,  6.50561527e-04, -1.26436977e-03,
       -5.66884768e-02,  1.84588731e-01, -2.60786350e-01, -9.45886792e-01,
        1.25668536e-15]), array([-9.80873008e-01, -3.04831090e-16,  1.67670649e-15, -4.88700533e-15,
        2.46757491e-14,  5.52706561e-14,  1.10132948e-12,  5.02391135e-12,
        2.39500323e-11,  1.46726007e-10,  1.99562371e-10,  2.84580316e-09,
       -8.48468722e-09, -1.62990567e-08, -2.62002765e-08, -1.30650473e-07,
        6.96731261e-07, -1.42526133e-05, -1.93007902e-05,  1.18961313e-04,
        3.59698769e-04,  1.95138430e-01, -5.56299542e-01, -8.07744804e-01,
        7.64040710e-17]))","[1, 0]",0.030900444397346627,"[array([-0.00308422,  0.01559366])]","('non-match', 'MATCH_NO_FOIL')",0.7025
MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-8.79541132e-01,  2.30715183e-14, -4.38158151e-14,  6.71107448e-14,
       -1.50257671e-13, -1.33558036e-12,  5.38827271e-12, -6.60595602e-11,
        7.47529902e-10, -5.54287438e-09, -1.57843185e-08,  7.75182807e-08,
       -1.09975911e-07, -6.61109374e-07, -2.05541602e-06,  3.67058377e-05,
       -6.88101380e-05,  2.13900040e-04,  6.50561527e-04, -1.26436977e-03,
       -5.66884768e-02,  1.84588731e-01, -2.60786350e-01, -9.45886792e-01,
        1.25668536e-15]), array([-9.22650112e-01, -1.54468441e-16,  3.81286854e-16, -6.92912007e-16,
        1.87063672e-15,  8.77923141e-15, -6.17635192e-14, -3.87129371e-12,
       -3.35230253e-10,  9.69275241e-09,  2.05710835e-08, -2.00839224e-07,
        3.49146715e-07,  1.29369683e-06,  3.05711034e-06,  8.12573767e-05,
       -1.97421733e-04,  8.37083489e-04,  1.85103496e-03, -4.84357577e-03,
       -4.17004256e-02,  2.09434383e-01, -3.58490770e-01, -9.08765673e-01,
        7.04627101e-18]))","[1, 0]",0.0035337518793163714,"[array([-0.00302093,  0.01564294])]","('non-match', 'MATCH_WITH_FOIL')",0.7025
NO_MATCH_NO_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-8.79541132e-01,  2.30715183e-14, -4.38158151e-14,  6.71107448e-14,
       -1.50257671e-13, -1.33558036e-12,  5.38827271e-12, -6.60595602e-11,
        7.47529902e-10, -5.54287438e-09, -1.57843185e-08,  7.75182807e-08,
       -1.09975911e-07, -6.61109374e-07, -2.05541602e-06,  3.67058377e-05,
       -6.88101380e-05,  2.13900040e-04,  6.50561527e-04, -1.26436977e-03,
       -5.66884768e-02,  1.84588731e-01, -2.60786350e-01, -9.45886792e-01,
        1.25668536e-15]), array([-9.80873008e-01, -3.04831090e-16,  1.67670649e-15, -4.88700533e-15,
        2.46757491e-14,  5.52706561e-14,  1.10132948e-12,  5.02391135e-12,
        2.39500323e-11,  1.46726007e-10,  1.99562371e-10,  2.84580316e-09,
       -8.48468722e-09, -1.62990567e-08, -2.62002765e-08, -1.30650473e-07,
        6.96731261e-07, -1.42526133e-05, -1.93007902e-05,  1.18961313e-04,
        3.59698769e-04,  1.95138430e-01, -5.56299542e-01, -8.07744804e-01,
        7.64040710e-17]))","[0, 1]",0.030900444397346627,"[array([0.00027394, 0.00912063])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6887
NO_MATCH_WITH_FOIL,"(array([1., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-8.79541132e-01,  2.30715183e-14, -4.38158151e-14,  6.71107448e-14,
       -1.50257671e-13, -1.33558036e-12,  5.38827271e-12, -6.60595602e-11,
        7.47529902e-10, -5.54287438e-09, -1.57843185e-08,  7.75182807e-08,
       -1.09975911e-07, -6.61109374e-07, -2.05541602e-06,  3.67058377e-05,
       -6.88101380e-05,  2.13900040e-04,  6.50561527e-04, -1.26436977e-03,
       -5.66884768e-02,  1.84588731e-01, -2.60786350e-01, -9.45886792e-01,
        1.25668536e-15]), array([-9.22650112e-01, -1.54468441e-16,  3.81286854e-16, -6.92912007e-16,
        1.87063672e-15,  8.77923141e-15, -6.17635192e-14, -3.87129371e-12,
       -3.35230253e-10,  9.69275241e-09,  2.05710835e-08, -2.00839224e-07,
        3.49146715e-07,  1.29369683e-06,  3.05711034e-06,  8.12573767e-05,
       -1.97421733e-04,  8.37083489e-04,  1.85103496e-03, -4.84357577e-03,
       -4.17004256e-02,  2.09434383e-01, -3.58490770e-01, -9.08765673e-01,
        7.04627101e-18]))","[0, 1]",0.0035337518793163714,"[array([0.00029661, 0.00916693])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6887
MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-6.24816878e-01, -6.56412779e-10,  5.97466244e-10, -5.59256011e-10,
        8.58496442e-10, -4.99388011e-09,  6.89265542e-09, -1.64110822e-08,
        3.48879647e-08, -6.67276793e-08,  1.30308735e-06, -1.85680353e-06,
        1.37923508e-06, -1.32578616e-05,  1.63021275e-04, -3.31107444e-04,
        2.98671274e-04, -5.10103232e-04,  1.09889133e-02, -8.75392850e-03,
        3.57779497e-02, -4.58228525e-02,  3.53216997e-02, -9.97584437e-01,
       -3.20665768e-10]), array([-8.27644067e-01, -3.78095584e-13,  5.77375477e-13, -7.64951334e-13,
        1.48670635e-12,  6.46800442e-11, -1.80110073e-10,  1.02904252e-09,
       -5.48826168e-09,  2.33799086e-08,  9.79910180e-08, -3.12013951e-07,
        3.70310562e-07,  4.81886306e-06,  2.19460732e-05, -1.40271551e-04,
        2.11823931e-04, -5.28335893e-04, -2.43255343e-03,  3.66466556e-03,
       -5.93710564e-02,  1.41584730e-01, -1.69103723e-01, -9.73556923e-01,
       -5.88522673e-14]))","[1, 0]",0.03719811224116332,"[array([-0.00615642,  0.01468119])]","('non-match', 'MATCH_NO_FOIL')",0.7036
MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-6.24816878e-01, -6.56412779e-10,  5.97466244e-10, -5.59256011e-10,
        8.58496442e-10, -4.99388011e-09,  6.89265542e-09, -1.64110822e-08,
        3.48879647e-08, -6.67276793e-08,  1.30308735e-06, -1.85680353e-06,
        1.37923508e-06, -1.32578616e-05,  1.63021275e-04, -3.31107444e-04,
        2.98671274e-04, -5.10103232e-04,  1.09889133e-02, -8.75392850e-03,
        3.57779497e-02, -4.58228525e-02,  3.53216997e-02, -9.97584437e-01,
       -3.20665768e-10]), array([-7.67477457e-01,  1.58204912e-13, -1.99977094e-13,  2.33458873e-13,
       -4.07715572e-13,  7.43072376e-12, -1.56259084e-11,  5.93335739e-11,
       -2.08297305e-10,  6.24989831e-10,  4.67640345e-09, -1.07851772e-08,
        1.08816595e-08,  7.00983589e-06,  5.95125388e-05, -2.26288694e-04,
        2.83190641e-04, -5.99611517e-04, -5.11382330e-03,  6.13967308e-03,
       -4.54724756e-02,  8.49141196e-02, -8.70979862e-02, -9.91499594e-01,
        4.11412647e-14]))","[1, 0]",0.017802280745521037,"[array([-0.00586346,  0.01493316])]","('non-match', 'MATCH_WITH_FOIL')",0.7036
NO_MATCH_NO_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-6.24816878e-01, -6.56412779e-10,  5.97466244e-10, -5.59256011e-10,
        8.58496442e-10, -4.99388011e-09,  6.89265542e-09, -1.64110822e-08,
        3.48879647e-08, -6.67276793e-08,  1.30308735e-06, -1.85680353e-06,
        1.37923508e-06, -1.32578616e-05,  1.63021275e-04, -3.31107444e-04,
        2.98671274e-04, -5.10103232e-04,  1.09889133e-02, -8.75392850e-03,
        3.57779497e-02, -4.58228525e-02,  3.53216997e-02, -9.97584437e-01,
       -3.20665768e-10]), array([-8.27644067e-01, -3.78095584e-13,  5.77375477e-13, -7.64951334e-13,
        1.48670635e-12,  6.46800442e-11, -1.80110073e-10,  1.02904252e-09,
       -5.48826168e-09,  2.33799086e-08,  9.79910180e-08, -3.12013951e-07,
        3.70310562e-07,  4.81886306e-06,  2.19460732e-05, -1.40271551e-04,
        2.11823931e-04, -5.28335893e-04, -2.43255343e-03,  3.66466556e-03,
       -5.93710564e-02,  1.41584730e-01, -1.69103723e-01, -9.73556923e-01,
       -5.88522673e-14]))","[0, 1]",0.03719811224116332,"[array([-0.00641598,  0.01689966])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6816
NO_MATCH_WITH_FOIL,"(array([0., 1., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-6.24816878e-01, -6.56412779e-10,  5.97466244e-10, -5.59256011e-10,
        8.58496442e-10, -4.99388011e-09,  6.89265542e-09, -1.64110822e-08,
        3.48879647e-08, -6.67276793e-08,  1.30308735e-06, -1.85680353e-06,
        1.37923508e-06, -1.32578616e-05,  1.63021275e-04, -3.31107444e-04,
        2.98671274e-04, -5.10103232e-04,  1.09889133e-02, -8.75392850e-03,
        3.57779497e-02, -4.58228525e-02,  3.53216997e-02, -9.97584437e-01,
       -3.20665768e-10]), array([-7.67477457e-01,  1.58204912e-13, -1.99977094e-13,  2.33458873e-13,
       -4.07715572e-13,  7.43072376e-12, -1.56259084e-11,  5.93335739e-11,
       -2.08297305e-10,  6.24989831e-10,  4.67640345e-09, -1.07851772e-08,
        1.08816595e-08,  7.00983589e-06,  5.95125388e-05, -2.26288694e-04,
        2.83190641e-04, -5.99611517e-04, -5.11382330e-03,  6.13967308e-03,
       -4.54724756e-02,  8.49141196e-02, -8.70979862e-02, -9.91499594e-01,
        4.11412647e-14]))","[0, 1]",0.017802280745521037,"[array([-0.00608349,  0.01703103])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6817
MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-2.71447778e-01, -1.21592929e-03,  5.43542834e-04, -2.62023249e-04,
        5.26488060e-04, -2.53586892e-03,  1.88084789e-03, -3.07297786e-03,
        3.93741769e-03, -4.61220162e-03,  1.56897965e-02, -1.09270031e-02,
        3.03506219e-03, -3.06375391e-02,  7.07162864e-02, -6.88929775e-02,
        3.03283851e-02, -4.91403782e-02,  2.40644282e-01, -7.49411552e-02,
        2.85346323e-01, -2.04186387e-01,  6.01910970e-02, -8.91785434e-01,
       -1.39652002e-03]), array([-5.43748327e-01, -2.76645582e-07,  2.15758252e-07, -1.81399503e-07,
        2.72324595e-07, -1.30550808e-06,  1.51975071e-06, -3.12874480e-06,
        5.61954697e-06, -9.17738066e-06,  7.08678620e-05, -8.30444206e-05,
        5.24867246e-05, -3.96532988e-04,  2.24430013e-03, -3.64949246e-03,
        2.82033235e-03, -4.52301650e-03,  4.15704808e-02, -2.71056937e-02,
        9.75096510e-02, -1.06885742e-01,  7.08551626e-02, -9.85665810e-01,
       -1.71298064e-07]))","[1, 0]",0.07306711085127571,"[array([-0.00267212,  0.01422742])]","('non-match', 'MATCH_NO_FOIL')",0.7016
MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 1., 0., 0., 0., 0., 0.]), array([-2.71447778e-01, -1.21592929e-03,  5.43542834e-04, -2.62023249e-04,
        5.26488060e-04, -2.53586892e-03,  1.88084789e-03, -3.07297786e-03,
        3.93741769e-03, -4.61220162e-03,  1.56897965e-02, -1.09270031e-02,
        3.03506219e-03, -3.06375391e-02,  7.07162864e-02, -6.88929775e-02,
        3.03283851e-02, -4.91403782e-02,  2.40644282e-01, -7.49411552e-02,
        2.85346323e-01, -2.04186387e-01,  6.01910970e-02, -8.91785434e-01,
       -1.39652002e-03]), array([-4.57246822e-01, -1.12470049e-05,  7.47971201e-06, -5.57878272e-06,
        8.49357104e-06, -3.71736369e-05,  3.70448345e-05, -6.84660888e-05,
        1.07359862e-04, -1.53927415e-04,  7.81461460e-04, -7.65445150e-04,
        4.01415588e-04, -2.81725997e-03,  1.05176562e-02, -1.41451995e-02,
        9.31450320e-03, -1.44311199e-02,  9.19886537e-02, -4.85988651e-02,
        1.65182183e-01, -1.56783098e-01,  8.71453315e-02, -9.63898736e-01,
       -8.62864522e-06]))","[1, 0]",0.03745035961824139,"[array([-0.00252573,  0.01503203])]","('non-match', 'MATCH_WITH_FOIL')",0.7020
NO_MATCH_NO_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-2.71447778e-01, -1.21592929e-03,  5.43542834e-04, -2.62023249e-04,
        5.26488060e-04, -2.53586892e-03,  1.88084789e-03, -3.07297786e-03,
        3.93741769e-03, -4.61220162e-03,  1.56897965e-02, -1.09270031e-02,
        3.03506219e-03, -3.06375391e-02,  7.07162864e-02, -6.88929775e-02,
        3.03283851e-02, -4.91403782e-02,  2.40644282e-01, -7.49411552e-02,
        2.85346323e-01, -2.04186387e-01,  6.01910970e-02, -8.91785434e-01,
       -1.39652002e-03]), array([-5.43748327e-01, -2.76645582e-07,  2.15758252e-07, -1.81399503e-07,
        2.72324595e-07, -1.30550808e-06,  1.51975071e-06, -3.12874480e-06,
        5.61954697e-06, -9.17738066e-06,  7.08678620e-05, -8.30444206e-05,
        5.24867246e-05, -3.96532988e-04,  2.24430013e-03, -3.64949246e-03,
        2.82033235e-03, -4.52301650e-03,  4.15704808e-02, -2.71056937e-02,
        9.75096510e-02, -1.06885742e-01,  7.08551626e-02, -9.85665810e-01,
       -1.71298064e-07]))","[0, 1]",0.07306711085127571,"[array([-0.00154359,  0.01975115])]","('non-match', 'NO_MATCH_NO_FOIL')",0.6826
NO_MATCH_WITH_FOIL,"(array([0., 0., 1., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([-2.71447778e-01, -1.21592929e-03,  5.43542834e-04, -2.62023249e-04,
        5.26488060e-04, -2.53586892e-03,  1.88084789e-03, -3.07297786e-03,
        3.93741769e-03, -4.61220162e-03,  1.56897965e-02, -1.09270031e-02,
        3.03506219e-03, -3.06375391e-02,  7.07162864e-02, -6.88929775e-02,
        3.03283851e-02, -4.91403782e-02,  2.40644282e-01, -7.49411552e-02,
        2.85346323e-01, -2.04186387e-01,  6.01910970e-02, -8.91785434e-01,
       -1.39652002e-03]), array([-4.57246822e-01, -1.12470049e-05,  7.47971201e-06, -5.57878272e-06,
        8.49357104e-06, -3.71736369e-05,  3.70448345e-05, -6.84660888e-05,
        1.07359862e-04, -1.53927415e-04,  7.81461460e-04, -7.65445150e-04,
        4.01415588e-04, -2.81725997e-03,  1.05176562e-02, -1.41451995e-02,
        9.31450320e-03, -1.44311199e-02,  9.19886537e-02, -4.85988651e-02,
        1.65182183e-01, -1.56783098e-01,  8.71453315e-02, -9.63898736e-01,
       -8.62864522e-06]))","[0, 1]",0.03745035961824139,"[array([-0.00138432,  0.02023886])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.6824
MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 0.12477696, -0.05233086, -0.01933992,  0.04595527, -0.02400213,
       -0.09644841,  0.02552029, -0.05996731,  0.06147134, -0.05311081,
        0.19559639, -0.04774616, -0.07874893, -0.20226696,  0.30665131,
       -0.15571072, -0.06115964, -0.01075914,  0.43710286,  0.08677046,
        0.28367616, -0.05356583, -0.2012636 , -0.64519312, -0.15984857]), array([-1.74006681e-01, -5.53838838e-03,  1.79804924e-03, -3.40835341e-04,
        1.61437970e-03, -1.01544678e-02,  6.42955970e-03, -1.03507162e-02,
        1.23081347e-02, -1.33000099e-02,  4.15748830e-02, -2.41834453e-02,
        2.51929451e-03, -6.53019333e-02,  1.29289128e-01, -1.08669617e-01,
        3.44312403e-02, -6.39440003e-02,  3.20819862e-01, -6.57984406e-02,
        3.21882172e-01, -1.96261141e-01,  1.80212739e-02, -8.42159739e-01,
       -7.81750832e-03]))","[1, 0]",0.18223896906666315,"[array([0.00610701, 0.00551921])]","('match', 'MATCH_NO_FOIL')",0.6929
