condition,inputs,target,context distance,results,coded response,ce loss
MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.0498923 , -0.13130207,  0.02211925, -0.02824109,  0.00342085,
       -0.04444327,  0.10744226, -0.22308953,  0.21658601, -0.14439663,
        0.20968587, -0.08470449, -0.10463509, -0.00569143,  0.14800412,
       -0.14134119,  0.50127277,  0.08633573, -0.01202963,  0.06346262,
       -0.13525552, -0.61027526,  0.02993281, -0.02270878, -0.30226618]), array([-0.14935213, -0.09231004,  0.03189016, -0.03595741,  0.02161867,
       -0.04665407,  0.08791538, -0.17289957,  0.18334342, -0.14091807,
        0.20010733, -0.10912247, -0.03922271, -0.04769311,  0.16433173,
       -0.16545211,  0.51312837,  0.00806687,  0.06022539, -0.0132078 ,
       -0.05130053, -0.67579945,  0.12860523, -0.12240301, -0.16510623]))","[1, 0]",0.044746748371736644,"[array([8.72359858, 1.04455535])]","('match', 'MATCH_WITH_FOIL')",0.0005
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 0.34297951, -0.00265379, -0.09366851,  0.09328466, -0.12376715,
        0.08902185, -0.03020355, -0.0567296 ,  0.027515  ,  0.03509904,
        0.00128627,  0.08580349, -0.23976757,  0.1766498 , -0.0642833 ,
        0.07429706,  0.15041923,  0.27973454, -0.2521874 ,  0.32645965,
       -0.4536124 , -0.22026708, -0.33622949,  0.36840175, -0.27081513]), array([ 0.05006604, -0.13670821, -0.01479491,  0.00659791, -0.04034914,
       -0.01499245,  0.09645949, -0.23171039,  0.20598853, -0.11179321,
        0.17759874, -0.03411034, -0.17830758,  0.05582775,  0.10230272,
       -0.09099428,  0.44283877,  0.16668716, -0.09217025,  0.1467909 ,
       -0.22663226, -0.52573092, -0.06978874,  0.07721234, -0.42707191]))","[1, 0]",0.3931766258470447,"[array([9.80121735, 3.85992871])]","('match', 'MATCH_NO_FOIL')",0.0026
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 0.34297951, -0.00265379, -0.09366851,  0.09328466, -0.12376715,
        0.08902185, -0.03020355, -0.0567296 ,  0.027515  ,  0.03509904,
        0.00128627,  0.08580349, -0.23976757,  0.1766498 , -0.0642833 ,
        0.07429706,  0.15041923,  0.27973454, -0.2521874 ,  0.32645965,
       -0.4536124 , -0.22026708, -0.33622949,  0.36840175, -0.27081513]), array([ 0.24748823, -0.04457401, -0.09652436,  0.0911673 , -0.12754138,
        0.07514463,  0.00489398, -0.12325639,  0.08532819,  0.00067604,
        0.04964551,  0.06886334, -0.25918334,  0.16375895, -0.02143359,
        0.03271772,  0.24738415,  0.27292954, -0.22278446,  0.2880283 ,
       -0.39470923, -0.32389236, -0.25659355,  0.27374947, -0.40432754]))","[1, 0]",0.039670530070766374,"[array([10.10589273,  4.11980395])]","('match', 'MATCH_WITH_FOIL')",0.0025
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 0.6817024 ,  0.00133149, -0.00315149,  0.00408718, -0.00628986,
        0.00697031, -0.00600018,  0.00304679, -0.00435222,  0.00758075,
       -0.00659911,  0.01279875, -0.03262802,  0.03932979, -0.03300155,
        0.04014846, -0.00712152,  0.09840269, -0.13223429,  0.22037445,
       -0.41829924,  0.07294975, -0.4962454 ,  0.70134974, -0.00323736]), array([ 0.43504385,  0.01265224, -0.06492434,  0.06812074, -0.09010951,
        0.07358873, -0.03929761, -0.01376224, -0.00421765,  0.04276732,
       -0.02064814,  0.07660643, -0.18867073,  0.15773176, -0.08113436,
        0.09066773,  0.07473821,  0.25548734, -0.25219592,  0.3362748 ,
       -0.48680456, -0.12378215, -0.40231682,  0.45937307, -0.13988653]))","[1, 0]",0.1154682953770807,"[array([10.9070103 ,  2.70907387])]","('match', 'MATCH_NO_FOIL')",0.0003
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 0.6817024 ,  0.00133149, -0.00315149,  0.00408718, -0.00628986,
        0.00697031, -0.00600018,  0.00304679, -0.00435222,  0.00758075,
       -0.00659911,  0.01279875, -0.03262802,  0.03932979, -0.03300155,
        0.04014846, -0.00712152,  0.09840269, -0.13223429,  0.22037445,
       -0.41829924,  0.07294975, -0.4962454 ,  0.70134974, -0.00323736]), array([ 0.60525564,  0.00472419, -0.01211309,  0.0144555 , -0.02067373,
        0.02067632, -0.01579417,  0.00562126, -0.00939871,  0.01826958,
       -0.01427418,  0.02947991, -0.07066088,  0.07492284, -0.0550571 ,
        0.06391164,  0.00094274,  0.15257302, -0.1828448 ,  0.27656404,
       -0.46710514,  0.0262847 , -0.48395204,  0.62668292, -0.01581945]))","[1, 0]",0.009979159846453589,"[array([11.04076608,  2.29494161])]","('match', 'MATCH_WITH_FOIL')",0.0002
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 0.6817024 ,  0.00133149, -0.00315149,  0.00408718, -0.00628986,
        0.00697031, -0.00600018,  0.00304679, -0.00435222,  0.00758075,
       -0.00659911,  0.01279875, -0.03262802,  0.03932979, -0.03300155,
        0.04014846, -0.00712152,  0.09840269, -0.13223429,  0.22037445,
       -0.41829924,  0.07294975, -0.4962454 ,  0.70134974, -0.00323736]), array([ 0.43504385,  0.01265224, -0.06492434,  0.06812074, -0.09010951,
        0.07358873, -0.03929761, -0.01376224, -0.00421765,  0.04276732,
       -0.02064814,  0.07660643, -0.18867073,  0.15773176, -0.08113436,
        0.09066773,  0.07473821,  0.25548734, -0.25219592,  0.3362748 ,
       -0.48680456, -0.12378215, -0.40231682,  0.45937307, -0.13988653]))","[0, 1]",0.1154682953770807,"[array([ 1.23580248, 10.41990317])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0001
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 0.6817024 ,  0.00133149, -0.00315149,  0.00408718, -0.00628986,
        0.00697031, -0.00600018,  0.00304679, -0.00435222,  0.00758075,
       -0.00659911,  0.01279875, -0.03262802,  0.03932979, -0.03300155,
        0.04014846, -0.00712152,  0.09840269, -0.13223429,  0.22037445,
       -0.41829924,  0.07294975, -0.4962454 ,  0.70134974, -0.00323736]), array([ 0.60525564,  0.00472419, -0.01211309,  0.0144555 , -0.02067373,
        0.02067632, -0.01579417,  0.00562126, -0.00939871,  0.01826958,
       -0.01427418,  0.02947991, -0.07066088,  0.07492284, -0.0550571 ,
        0.06391164,  0.00094274,  0.15257302, -0.1828448 ,  0.27656404,
       -0.46710514,  0.0262847 , -0.48395204,  0.62668292, -0.01581945]))","[0, 1]",0.009979159846453589,"[array([ 1.05773951, 10.31235517])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0001
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 9.12799465e-01,  2.55713405e-08, -7.68849293e-08,  1.73040285e-07,
       -4.81006051e-07,  9.39442419e-07, -1.32238841e-06,  1.25266647e-06,
       -1.85462831e-06,  3.55418007e-06, -4.63201219e-06,  1.11068539e-05,
       -7.08445654e-05,  1.79677902e-04, -2.63579667e-04,  4.64098048e-04,
       -3.05377385e-04,  2.42872638e-03, -6.77196171e-03,  2.42665056e-02,
       -1.25530114e-01,  7.72932119e-02, -3.53051430e-01,  9.23570030e-01,
       -2.53268806e-08]), array([ 7.51337804e-01,  2.35646971e-04, -5.50573507e-04,  7.89020956e-04,
       -1.33808805e-03,  1.65928442e-03, -1.59853339e-03,  9.98957691e-04,
       -1.36039851e-03,  2.28870638e-03, -2.19034408e-03,  4.22235810e-03,
       -1.20066244e-02,  1.66965004e-02, -1.59141912e-02,  2.06255158e-02,
       -6.61752325e-03,  5.49599658e-02, -8.43660434e-02,  1.59161229e-01,
       -3.51269792e-01,  9.91937367e-02, -4.88610824e-01,  7.69008901e-01,
       -4.41578851e-04]))","[1, 0]",0.04052314964988235,"[array([11.6450985 ,  1.02528102])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 9.12799465e-01,  2.55713405e-08, -7.68849293e-08,  1.73040285e-07,
       -4.81006051e-07,  9.39442419e-07, -1.32238841e-06,  1.25266647e-06,
       -1.85462831e-06,  3.55418007e-06, -4.63201219e-06,  1.11068539e-05,
       -7.08445654e-05,  1.79677902e-04, -2.63579667e-04,  4.64098048e-04,
       -3.05377385e-04,  2.42872638e-03, -6.77196171e-03,  2.42665056e-02,
       -1.25530114e-01,  7.72932119e-02, -3.53051430e-01,  9.23570030e-01,
       -2.53268806e-08]), array([ 8.67466499e-01,  1.28640698e-06, -3.38739035e-06,  6.34605867e-06,
       -1.43131594e-05,  2.33961486e-05, -2.86431636e-05,  2.38746055e-05,
       -3.34836663e-05,  5.94926344e-05, -6.92340692e-05,  1.48620878e-04,
       -6.39852681e-04,  1.27514904e-03, -1.59631204e-03,  2.48068999e-03,
       -1.36247660e-03,  9.45657001e-03, -2.06324193e-02,  5.59977322e-02,
       -1.96345236e-01,  9.74939086e-02, -4.15557636e-01,  8.80676922e-01,
       -1.55800806e-06]))","[1, 0]",0.003786360638069808,"[array([11.70004091,  0.94728636])]","('match', 'MATCH_WITH_FOIL')",0.0000
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 9.99785569e-01,  1.47120675e-22, -4.18841115e-21,  7.46458521e-20,
        3.95846900e-18, -3.79088737e-17,  1.31752690e-16, -2.30603163e-16,
        5.54507894e-16, -2.23119555e-15,  5.88889704e-15, -4.90961592e-14,
       -2.20909296e-13, -1.19988141e-11,  5.04742912e-11, -2.38917865e-10,
        3.04006537e-10,  2.75732900e-09,  6.22787894e-08,  5.60889354e-07,
        2.77010673e-06, -3.89570854e-06,  6.49289038e-03,  9.99978921e-01,
       -5.88634434e-23]), array([ 9.49012041e-01,  8.90268414e-11, -3.26088549e-10,  9.29224974e-10,
       -3.43334476e-09,  8.35759700e-09, -1.38251847e-08,  1.49335484e-08,
       -2.38932437e-08,  5.10472492e-08, -7.57979161e-08,  2.12638399e-07,
       -2.93177969e-06,  1.01843929e-05, -1.79508332e-05,  3.69368533e-05,
       -2.86134303e-05,  3.18152048e-04, -1.23458237e-03,  6.65934672e-03,
       -6.82490387e-02,  5.13901837e-02, -2.76325974e-01,  9.57235132e-01,
       -7.20802624e-11]))","[1, 0]",0.023206765760381165,"[array([11.40182583,  1.57587166])]","('match', 'MATCH_NO_FOIL')",0.0001
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 9.99785569e-01,  1.47120675e-22, -4.18841115e-21,  7.46458521e-20,
        3.95846900e-18, -3.79088737e-17,  1.31752690e-16, -2.30603163e-16,
        5.54507894e-16, -2.23119555e-15,  5.88889704e-15, -4.90961592e-14,
       -2.20909296e-13, -1.19988141e-11,  5.04742912e-11, -2.38917865e-10,
        3.04006537e-10,  2.75732900e-09,  6.22787894e-08,  5.60889354e-07,
        2.77010673e-06, -3.89570854e-06,  6.49289038e-03,  9.99978921e-01,
       -5.88634434e-23]), array([ 9.92723468e-01,  1.39940709e-17, -1.13788932e-16,  7.29978942e-16,
       -9.09004383e-15,  4.40703696e-14, -1.12152983e-13,  1.63478366e-13,
       -3.31093054e-13,  1.00355373e-12, -2.09508578e-12,  1.01427069e-11,
        8.60344436e-11, -1.06578296e-09,  3.08724252e-09, -1.00665675e-08,
        1.07562069e-08,  3.71911577e-07, -6.72220589e-06, -6.29628643e-04,
       -6.21458758e-03,  7.01156694e-03, -9.28974563e-02,  9.95631399e-01,
       -7.29605661e-18]))","[1, 0]",0.0025120515839629487,"[array([11.35899156,  1.62724511])]","('match', 'MATCH_WITH_FOIL')",0.0001
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 9.99785569e-01,  1.47120675e-22, -4.18841115e-21,  7.46458521e-20,
        3.95846900e-18, -3.79088737e-17,  1.31752690e-16, -2.30603163e-16,
        5.54507894e-16, -2.23119555e-15,  5.88889704e-15, -4.90961592e-14,
       -2.20909296e-13, -1.19988141e-11,  5.04742912e-11, -2.38917865e-10,
        3.04006537e-10,  2.75732900e-09,  6.22787894e-08,  5.60889354e-07,
        2.77010673e-06, -3.89570854e-06,  6.49289038e-03,  9.99978921e-01,
       -5.88634434e-23]), array([ 9.49012041e-01,  8.90268414e-11, -3.26088549e-10,  9.29224974e-10,
       -3.43334476e-09,  8.35759700e-09, -1.38251847e-08,  1.49335484e-08,
       -2.38932437e-08,  5.10472492e-08, -7.57979161e-08,  2.12638399e-07,
       -2.93177969e-06,  1.01843929e-05, -1.79508332e-05,  3.69368533e-05,
       -2.86134303e-05,  3.18152048e-04, -1.23458237e-03,  6.65934672e-03,
       -6.82490387e-02,  5.13901837e-02, -2.76325974e-01,  9.57235132e-01,
       -7.20802624e-11]))","[0, 1]",0.023206765760381165,"[array([ 0.25272828, 10.3515357 ])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0000
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 9.99785569e-01,  1.47120675e-22, -4.18841115e-21,  7.46458521e-20,
        3.95846900e-18, -3.79088737e-17,  1.31752690e-16, -2.30603163e-16,
        5.54507894e-16, -2.23119555e-15,  5.88889704e-15, -4.90961592e-14,
       -2.20909296e-13, -1.19988141e-11,  5.04742912e-11, -2.38917865e-10,
        3.04006537e-10,  2.75732900e-09,  6.22787894e-08,  5.60889354e-07,
        2.77010673e-06, -3.89570854e-06,  6.49289038e-03,  9.99978921e-01,
       -5.88634434e-23]), array([ 9.92723468e-01,  1.39940709e-17, -1.13788932e-16,  7.29978942e-16,
       -9.09004383e-15,  4.40703696e-14, -1.12152983e-13,  1.63478366e-13,
       -3.31093054e-13,  1.00355373e-12, -2.09508578e-12,  1.01427069e-11,
        8.60344436e-11, -1.06578296e-09,  3.08724252e-09, -1.00665675e-08,
        1.07562069e-08,  3.71911577e-07, -6.72220589e-06, -6.29628643e-04,
       -6.21458758e-03,  7.01156694e-03, -9.28974563e-02,  9.95631399e-01,
       -7.29605661e-18]))","[0, 1]",0.0025120515839629487,"[array([ 0.29953476, 10.31369455])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0000
